Año;Mes;NCM;Pdes;Pnet(kg);FOB(u$s)
2024;01;07061000;221;498400,000;37968,84
2024;01;07061000;999;5000,000;2750,00
2024;01;07069000;208;s;s1
2024;01;07069000;221;48440,000;3970,19
2024;01;07069000;999;600,000;360,00
2024;01;07093000;208;s;s1
2024;01;07094000;221;s;s1
2024;01;07095100;225;s;s3
2024;01;07096000;221;360500,000;49188,00
2024;01;07097000;208;s;s1
2024;01;07099300;208;s;s2
2024;01;07099300;417;s;s1
2024;01;07099300;423;s;s3
2024;01;07099300;425;s;s2
2024;01;07099300;426;s;s3
2024;01;07099300;438;s;s2
2024;01;07099300;999;961905,000;242320,00
2024;01;07099919;208;s;s1
2024;01;07099919;221;9400,000;735,00
2024;01;07099919;999;150,000;120,00
2024;01;07099990;208;s;s1
2024;01;07108000;204;s;s2
2024;01;07108000;212;s;s3
2024;01;07112010;208;s;s1
2024;01;07122000;202;s;s2
2024;01;07122000;208;s;s1
2024;01;07122000;261;s;s1
2024;01;07122000;999;610,000;6110,49
2024;01;07123900;412;s;s1
2024;01;07123900;430;s;s2
2024;01;07129090;202;s;s1
2024;01;07129090;208;s;s1
2024;01;07129090;212;s;s1
2024;01;07129090;218;s;s1
2024;01;07129090;261;s;s1
2024;01;07129090;999;492,100;5137,21
2024;01;07131010;423;s;s3
2024;01;07131090;127;s;s3
2024;01;07131090;128;s;s2
2024;01;07131090;134;273000,000;162225,00
2024;01;07131090;203;1354500,000;738206,00
2024;01;07131090;205;s;s4
2024;01;07131090;208;111220,000;64236,63
2024;01;07131090;210;s;s2
2024;01;07131090;222;s;s3
2024;01;07131090;226;s;s3
2024;01;07131090;302;s;s3
2024;01;07131090;312;s;s3
2024;01;07131090;315;s;s4
2024;01;07131090;331;s;s4
2024;01;07131090;417;s;s4
2024;01;07131090;999;2470390,000;1228866,37
2024;01;07132090;102;s;s2
2024;01;07132090;113;s;s3
2024;01;07132090;123;s;s3
2024;01;07132090;127;s;s3
2024;01;07132090;149;s;s3
2024;01;07132090;203;1175070,000;770194,00
2024;01;07132090;204;s;s3
2024;01;07132090;205;1281080,000;1001289,70
2024;01;07132090;208;s;s4
2024;01;07132090;212;486292,000;212981,30
2024;01;07132090;222;s;s3
2024;01;07132090;224;s;s3
2024;01;07132090;225;175000,000;124710,00
2024;01;07132090;319;s;s3
2024;01;07132090;321;678040,000;481109,27
2024;01;07132090;331;964850,000;826586,00
2024;01;07132090;332;s;s3
2024;01;07132090;409;s;s3
2024;01;07132090;410;641830,000;512871,60
2024;01;07132090;417;1175560,000;960296,01
2024;01;07132090;423;s;s3
2024;01;07132090;425;729100,000;559439,05
2024;01;07132090;426;578200,000;463726,40
2024;01;07132090;436;3769110,000;3035324,36
2024;01;07132090;451;s;s3
2024;01;07132090;504;s;s1
2024;01;07132090;999;1306740,000;952576,57
2024;01;07133190;208;s;s2
2024;01;07133190;312;s;s3
2024;01;07133190;313;s;s3
2024;01;07133190;326;389750,000;189632,20
2024;01;07133190;331;s;s2
2024;01;07133190;332;s;s2
2024;01;07133190;337;s;s3
2024;01;07133190;410;s;s2
2024;01;07133190;999;450200,000;210213,25
2024;01;07133290;312;s;s3
2024;01;07133290;335;s;s3
2024;01;07133290;337;s;s3
2024;01;07133290;410;s;s3
2024;01;07133290;425;s;s2
2024;01;07133290;504;s;s2
2024;01;07133290;999;478130,000;303384,90
2024;01;07133319;149;s;s1
2024;01;07133319;203;930550,000;614104,10
2024;01;07133319;204;s;s2
2024;01;07133319;205;s;s3
2024;01;07133319;207;331210,000;232665,84
2024;01;07133319;208;s;s3
2024;01;07133319;212;s;s3
2024;01;07133319;213;569620,000;273679,00
2024;01;07133319;218;496700,000;415235,00
2024;01;07133319;220;s;s2
2024;01;07133319;226;242850,000;163852,50
2024;01;07133319;315;302800,000;147060,00
2024;01;07133319;319;s;s3
2024;01;07133319;325;s;s2
2024;01;07133319;417;s;s3
2024;01;07133319;424;s;s2
2024;01;07133319;425;283850,000;189085,30
2024;01;07133319;426;s;s2
2024;01;07133319;504;s;s1
2024;01;07133319;999;538470,000;431864,17
2024;01;07133329;127;s;s3
2024;01;07133329;149;s;s2
2024;01;07133329;203;1401255,000;1099396,00
2024;01;07133329;204;s;s3
2024;01;07133329;207;s;s2
2024;01;07133329;208;274920,000;233872,85
2024;01;07133329;222;144950,000;123112,50
2024;01;07133329;225;s;s1
2024;01;07133329;309;s;s2
2024;01;07133329;312;417780,000;387927,20
2024;01;07133329;319;221000,000;231484,00
2024;01;07133329;323;s;s2
2024;01;07133329;325;s;s3
2024;01;07133329;410;2055200,000;1823093,46
2024;01;07133329;412;537820,000;600019,28
2024;01;07133329;417;1764000,000;1916974,07
2024;01;07133329;423;s;s3
2024;01;07133329;424;163000,000;146301,00
2024;01;07133329;425;s;s3
2024;01;07133329;426;226700,000;252680,50
2024;01;07133329;436;1148950,000;1262314,51
2024;01;07133329;438;s;s3
2024;01;07133329;444;s;s3
2024;01;07133329;447;s;s2
2024;01;07133329;999;644250,000;606193,25
2024;01;07133399;102;s;s5
2024;01;07133399;149;s;s2
2024;01;07133399;159;s;s3
2024;01;07133399;203;500490,000;275449,20
2024;01;07133399;205;s;s3
2024;01;07133399;207;s;s3
2024;01;07133399;208;99770,000;124612,50
2024;01;07133399;213;s;s2
2024;01;07133399;302;s;s4
2024;01;07133399;315;s;s1
2024;01;07133399;319;s;s2
2024;01;07133399;325;s;s3
2024;01;07133399;331;s;s2
2024;01;07133399;332;390670,000;258470,40
2024;01;07133399;406;s;s4
2024;01;07133399;410;s;s2
2024;01;07133399;412;155970,000;147244,50
2024;01;07133399;417;1295000,000;1260463,45
2024;01;07133399;424;101000,000;66825,00
2024;01;07133399;425;s;s4
2024;01;07133399;426;s;s3
2024;01;07133399;427;s;s2
2024;01;07133399;436;s;s3
2024;01;07133399;438;s;s2
2024;01;07133399;441;s;s2
2024;01;07133399;454;s;s3
2024;01;07133399;504;s;s3
2024;01;07133399;999;2011965,000;1817277,22
2024;01;07133590;205;s;s2
2024;01;07133590;332;s;s3
2024;01;07133590;426;s;s3
2024;01;07134090;102;s;s3
2024;01;07134090;203;292000,000;284345,00
2024;01;07134090;205;351450,000;264413,25
2024;01;07134090;208;s;s2
2024;01;07134090;210;s;s3
2024;01;07134090;221;s;s3
2024;01;07134090;225;s;s4
2024;01;07134090;999;575660,000;443786,75
2024;01;07142000;221;s;s1
2024;01;08011100;208;s;s1
2024;01;08011900;212;s;s1
2024;01;08023200;225;s;s3
2024;01;08029900;423;s;s3
2024;01;08029900;442;s;s3
2024;01;08042010;204;s;s1
2024;01;08042010;225;s;s1
2024;01;08042010;322;s;s1
2024;01;08042010;331;14096,000;18654,72
2024;01;08042010;341;s;s2
2024;01;08042010;412;s;s1
2024;01;08042010;426;s;s1
2024;01;08042010;999;17365,600;26131,81
2024;01;08045020;225;s;s1
2024;01;08051000;221;2285815,000;103334,30
2024;01;08051000;244;s;s2
2024;01;08051000;999;18840,000;9420,00
2024;01;08052100;221;s;s1
2024;01;08054000;221;s;s1
2024;01;08055000;203;144000,000;95030,00
2024;01;08055000;225;s;s3
2024;01;08055000;244;s;s1
2024;01;08055000;999;116280,000;50060,00
2024;01;08061000;203;216907,200;277638,00
2024;01;08061000;221;43048,000;12794,12
2024;01;08061000;410;s;s2
2024;01;08061000;425;s;s3
2024;01;08061000;444;614016,000;404592,00
2024;01;08061000;999;51993,600;40368,00
2024;01;08062000;203;515500,000;949845,00
2024;01;08062000;205;s;s3
2024;01;08062000;206;s;s3
2024;01;08062000;207;s;s2
2024;01;08062000;211;s;s2
2024;01;08062000;212;s;s3
2024;01;08062000;216;s;s3
2024;01;08062000;221;s;s3
2024;01;08062000;429;s;s3
2024;01;08062000;999;159907,500;286030,00
2024;01;08071100;208;s;s1
2024;01;08071900;208;s;s1
2024;01;08071900;225;s;s1
2024;01;08071900;999;24200,000;5360,00
2024;01;08081000;202;928914,000;382005,20
2024;01;08081000;203;1664722,900;1714302,37
2024;01;08081000;208;s;s3
2024;01;08081000;221;1391548,000;506593,90
2024;01;08081000;222;s;s2
2024;01;08081000;999;61937,400;61946,50
2024;01;08083000;202;187438,000;99019,10
2024;01;08083000;203;6342864,000;4779959,54
2024;01;08083000;204;64417,500;53690,00
2024;01;08083000;205;s;s2
2024;01;08083000;208;s;s4
2024;01;08083000;210;s;s3
2024;01;08083000;212;1040044,000;875030,75
2024;01;08083000;221;327780,000;106548,41
2024;01;08083000;222;115680,600;126443,50
2024;01;08083000;226;s;s3
2024;01;08083000;309;s;s2
2024;01;08083000;410;s;s3
2024;01;08083000;417;s;s3
2024;01;08083000;423;118305,000;76604,40
2024;01;08083000;426;s;s2
2024;01;08083000;438;s;s2
2024;01;08083000;999;452388,500;428190,69
2024;01;08092100;221;s;s1
2024;01;08092900;203;s;s3
2024;01;08092900;204;s;s3
2024;01;08092900;212;864747,560;3411194,24
2024;01;08092900;221;s;s1
2024;01;08092900;302;19960,000;71680,00
2024;01;08092900;303;s;s2
2024;01;08092900;310;109620,000;452271,00
2024;01;08092900;315;15040,000;63840,00
2024;01;08092900;322;13840,000;56720,00
2024;01;08092900;323;29680,000;89920,00
2024;01;08092900;326;25040,000;109800,00
2024;01;08092900;328;8320,000;24960,00
2024;01;08092900;331;169560,000;599040,00
2024;01;08092900;333;113240,000;386920,00
2024;01;08092900;341;s;s2
2024;01;08092900;410;235040,000;941946,00
2024;01;08092900;412;s;s1
2024;01;08092900;415;s;s3
2024;01;08092900;423;15920,000;77113,77
2024;01;08092900;426;173896,000;722064,00
2024;01;08092900;438;s;s2
2024;01;08092900;444;s;s2
2024;01;08092900;999;65945,000;211737,16
2024;01;08093010;202;164736,000;79568,00
2024;01;08093010;203;821908,500;930420,00
2024;01;08093010;212;s;s3
2024;01;08093010;221;132439,000;46144,43
2024;01;08093010;410;s;s2
2024;01;08093010;999;74456,000;58170,19
2024;01;08093020;203;255044,500;313516,00
2024;01;08093020;212;s;s3
2024;01;08093020;221;97163,000;35292,87
2024;01;08093020;410;s;s1
2024;01;08093020;999;85576,000;66456,72
2024;01;08094000;203;71268,000;83224,00
2024;01;08094000;212;s;s2
2024;01;08094000;221;171785,000;52667,57
2024;01;08094000;999;10944,000;8208,00
2024;01;08104000;212;s;s2
2024;01;08111000;204;s;s3
2024;01;08111000;208;s;s3
2024;01;08111000;212;315076,000;336446,60
2024;01;08111000;221;s;s1
2024;01;08111000;999;150614,040;177662,00
2024;01;08119000;204;178867,200;195987,28
2024;01;08119000;212;273088,000;302301,92
2024;01;08119000;221;s;s2
2024;01;08119000;410;s;s3
2024;01;08119000;430;s;s1
2024;01;08119000;438;s;s4
2024;01;08119000;999;166169,320;223145,96
2024;01;08132010;123;s;s3
2024;01;08132010;203;82460,000;102507,00
2024;01;08132010;208;s;s4
2024;01;08132010;412;s;s3
2024;01;08132010;999;549400,000;302873,00
2024;01;08132020;203;176500,000;385075,00
2024;01;08132020;211;s;s2
2024;01;08132020;212;s;s3
2024;01;08132020;225;s;s3
2024;01;08132020;315;s;s3
2024;01;08132020;410;s;s3
2024;01;08132020;423;s;s3
2024;01;08132020;442;s;s3
2024;01;08132020;444;67000,000;251104,00
2024;01;08132020;999;137163,000;423211,50
2024;01;08133000;208;s;s2
2024;01;08134090;438;s;s3
2024;01;09012100;208;s;s3
2024;01;09012100;212;s;s1
2024;01;09012100;221;s;s1
2024;01;09012100;261;s;s1
2024;01;09012100;999;14167,290;129901,48
2024;01;09021000;208;s;s2
2024;01;09021000;212;s;s1
2024;01;09021000;222;s;s1
2024;01;09021000;225;s;s1
2024;01;09021000;331;s;s1
2024;01;09021000;999;659,460;15630,53
2024;01;09022000;202;s;s2
2024;01;09022000;222;s;s2
2024;01;09022000;438;s;s3
2024;01;09022000;999;69788,000;120316,80
2024;01;09023000;212;s;s1
2024;01;09023000;222;s;s1
2024;01;09023000;225;s;s2
2024;01;09023000;261;s;s1
2024;01;09023000;331;s;s1
2024;01;09023000;999;3161,560;25942,76
2024;01;09024000;202;s;s3
2024;01;09024000;208;s;s5
2024;01;09024000;212;3358291,000;4068212,37
2024;01;09024000;222;s;s3
2024;01;09024000;225;s;s2
2024;01;09024000;310;s;s4
2024;01;09024000;315;s;s3
2024;01;09024000;326;s;s3
2024;01;09024000;337;s;s2
2024;01;09024000;423;s;s3
2024;01;09024000;424;90000,000;149400,00
2024;01;09024000;426;s;s3
2024;01;09024000;430;s;s3
2024;01;09024000;438;s;s5
2024;01;09024000;999;1808552,000;1831357,32
2024;01;09030010;203;s;s3
2024;01;09030010;423;s;s3
2024;01;09030090;203;s;s3
2024;01;09030090;206;s;s2
2024;01;09030090;208;230573,000;591662,63
2024;01;09030090;210;s;s3
2024;01;09030090;212;34530,400;97025,56
2024;01;09030090;218;s;s3
2024;01;09030090;310;s;s2
2024;01;09030090;325;s;s3
2024;01;09030090;334;2771600,000;5966847,60
2024;01;09030090;337;16700,000;62062,00
2024;01;09030090;410;90193,000;290652,78
2024;01;09030090;417;s;s3
2024;01;09030090;422;s;s2
2024;01;09030090;424;s;s3
2024;01;09030090;436;s;s3
2024;01;09030090;438;s;s3
2024;01;09030090;451;40820,300;135564,35
2024;01;09030090;501;s;s3
2024;01;09030090;999;174309,460;547360,63
2024;01;09041200;202;s;s2
2024;01;09041200;208;s;s1
2024;01;09041200;212;s;s1
2024;01;09041200;225;s;s1
2024;01;09041200;999;730,900;11658,71
2024;01;09042200;202;s;s1
2024;01;09042200;208;s;s1
2024;01;09042200;212;s;s1
2024;01;09042200;221;s;s1
2024;01;09042200;261;s;s1
2024;01;09042200;410;s;s2
2024;01;09042200;999;3827,500;24814,75
2024;01;09062000;208;s;s1
2024;01;09081200;202;s;s1
2024;01;09092100;159;93140,000;55122,80
2024;01;09092100;203;72000,000;46200,00
2024;01;09092100;211;s;s2
2024;01;09092100;218;s;s3
2024;01;09092100;307;s;s3
2024;01;09092100;316;s;s3
2024;01;09092100;426;s;s3
2024;01;09092100;999;515810,000;233351,00
2024;01;09093200;208;s;s1
2024;01;09093200;212;s;s1
2024;01;09093200;261;s;s1
2024;01;09093200;999;65,100;790,67
2024;01;09101200;202;s;s1
2024;01;09102000;225;s;s1
2024;01;09102000;261;s;s1
2024;01;09109100;410;s;s2
2024;01;09109900;202;s;s1
2024;01;09109900;203;s;s2
2024;01;09109900;208;s;s1
2024;01;09109900;212;s;s1
2024;01;09109900;261;s;s1
2024;01;09109900;999;20146,200;18926,44
2024;01;10019100;212;s;s1
2024;01;10019900;104;s;s5
2024;01;10019900;120;s;s7
2024;01;10019900;125;s;s5
2024;01;10019900;133;s;s6
2024;01;10019900;134;s;s6
2024;01;10019900;139;81267000,000;30825516,97
2024;01;10019900;142;s;s7
2024;01;10019900;151;s;s6
2024;01;10019900;202;s;s5
2024;01;10019900;203;570819255,000;181426600,33
2024;01;10019900;205;s;s8
2024;01;10019900;209;s;s6
2024;01;10019900;210;87244860,000;31861559,40
2024;01;10019900;222;88127200,000;27890414,55
2024;01;10019900;316;636652294,000;212899043,33
2024;01;10019900;326;s;s7
2024;01;10019900;337;s;s8
2024;01;10019900;999;225427000,000;80278730,28
2024;01;10031000;438;s;s1
2024;01;10039010;203;83423000,000;24935032,00
2024;01;10039010;205;s;s8
2024;01;10039010;999;56000000,000;16800000,00
2024;01;10039080;203;s;s4
2024;01;10039080;310;731232000,000;163853421,00
2024;01;10039080;999;815300,000;257724,10
2024;01;10051000;159;s;s1
2024;01;10051000;203;s;s4
2024;01;10051000;212;s;s1
2024;01;10051000;225;s;s3
2024;01;10051000;999;46712,760;375166,06
2024;01;10059010;102;391071955,000;84804589,12
2024;01;10059010;108;s;s6
2024;01;10059010;109;180000,000;145472,00
2024;01;10059010;110;s;s3
2024;01;10059010;112;s;s3
2024;01;10059010;113;s;s4
2024;01;10059010;118;s;s3
2024;01;10059010;122;s;s5
2024;01;10059010;126;s;s3
2024;01;10059010;127;7365860,000;1861539,56
2024;01;10059010;129;s;s4
2024;01;10059010;130;s;s3
2024;01;10059010;131;280500,000;212676,00
2024;01;10059010;134;53387000,000;11304036,20
2024;01;10059010;140;s;s3
2024;01;10059010;141;s;s4
2024;01;10059010;149;s;s6
2024;01;10059010;150;s;s5
2024;01;10059010;202;s;s3
2024;01;10059010;205;577500,000;374709,71
2024;01;10059010;206;s;s5
2024;01;10059010;207;s;s7
2024;01;10059010;208;46465210,000;10161245,30
2024;01;10059010;209;s;s4
2024;01;10059010;210;72975896,440;16280374,91
2024;01;10059010;211;s;s2
2024;01;10059010;212;s;s2
2024;01;10059010;213;s;s2
2024;01;10059010;216;s;s3
2024;01;10059010;219;s;s6
2024;01;10059010;220;s;s2
2024;01;10059010;221;194000,000;47540,00
2024;01;10059010;222;306258790,000;67225111,01
2024;01;10059010;223;s;s6
2024;01;10059010;225;s;s3
2024;01;10059010;226;322850,000;223293,50
2024;01;10059010;302;72657000,000;15752420,00
2024;01;10059010;309;s;s8
2024;01;10059010;312;s;s3
2024;01;10059010;313;s;s8
2024;01;10059010;316;55316700,000;11823530,00
2024;01;10059010;321;s;s2
2024;01;10059010;322;s;s6
2024;01;10059010;323;s;s6
2024;01;10059010;325;s;s2
2024;01;10059010;326;256446930,000;54615232,99
2024;01;10059010;328;s;s2
2024;01;10059010;330;s;s4
2024;01;10059010;331;20910850,000;4375218,06
2024;01;10059010;337;268112160,000;56586600,52
2024;01;10059010;346;s;s5
2024;01;10059010;348;s;s7
2024;01;10059010;401;s;s2
2024;01;10059010;406;s;s3
2024;01;10059010;407;s;s3
2024;01;10059010;409;s;s3
2024;01;10059010;410;s;s2
2024;01;10059010;412;s;s3
2024;01;10059010;413;s;s3
2024;01;10059010;415;s;s3
2024;01;10059010;417;209340,000;166434,40
2024;01;10059010;424;416200,000;345638,50
2024;01;10059010;426;s;s3
2024;01;10059010;435;s;s2
2024;01;10059010;447;s;s3
2024;01;10059010;450;s;s2
2024;01;10059010;512;s;s2
2024;01;10059010;518;s;s2
2024;01;10059010;999;374557745,000;82878873,21
2024;01;10062010;425;s;s4
2024;01;10062020;204;s;s3
2024;01;10062020;212;488498,930;508587,61
2024;01;10062020;406;s;s3
2024;01;10062020;410;s;s4
2024;01;10062020;438;s;s2
2024;01;10062020;504;s;s2
2024;01;10062020;999;679590,000;481475,25
2024;01;10063011;206;s;s4
2024;01;10063011;212;s;s3
2024;01;10063011;321;s;s4
2024;01;10063011;999;722890,000;534924,52
2024;01;10063021;123;s;s2
2024;01;10063021;203;2561200,000;2032829,00
2024;01;10063021;204;s;s2
2024;01;10063021;206;s;s4
2024;01;10063021;208;1273880,000;783048,40
2024;01;10063021;212;479798,930;526724,49
2024;01;10063021;218;s;s4
2024;01;10063021;219;s;s3
2024;01;10063021;319;s;s3
2024;01;10063021;322;s;s3
2024;01;10063021;323;s;s3
2024;01;10063021;406;s;s4
2024;01;10063021;436;s;s5
2024;01;10063021;504;s;s2
2024;01;10063021;999;2502280,000;1737156,65
2024;01;10064000;208;s;s3
2024;01;10064000;438;s;s3
2024;01;10071000;202;s;s4
2024;01;10071000;203;s;s1
2024;01;10071000;221;s;s4
2024;01;10071000;417;s;s4
2024;01;10071000;999;169734,470;717782,65
2024;01;10079000;310;36679000,000;10417575,00
2024;01;10082990;203;s;s2
2024;01;10082990;208;s;s2
2024;01;10082990;425;s;s2
2024;01;10082990;999;161460,000;49779,50
2024;01;10083090;203;1954389,200;792756,02
2024;01;10083090;225;s;s2
2024;01;10083090;999;56000,000;23240,00
2024;01;11010010;202;16616250,000;5889765,68
2024;01;11010010;203;24167028,000;9351241,06
2024;01;11010010;207;s;s3
2024;01;11010010;208;3559000,000;1369955,50
2024;01;11010010;221;s;s2
2024;01;11010010;225;s;s3
2024;01;11010010;999;290140,000;168543,18
2024;01;11022000;202;s;s1
2024;01;11022000;208;s;s3
2024;01;11022000;221;s;s3
2024;01;11022000;225;s;s4
2024;01;11029000;221;s;s1
2024;01;11029000;504;s;s3
2024;01;11031100;203;s;s5
2024;01;11031100;208;s;s3
2024;01;11031100;225;s;s3
2024;01;11031300;208;s;s3
2024;01;11041200;221;s;s2
2024;01;11041200;225;s;s1
2024;01;11042300;208;5419726,000;1305277,40
2024;01;11042300;209;s;s2
2024;01;11042300;225;1813480,000;442541,76
2024;01;11042300;999;25000,000;13750,00
2024;01;11052000;203;s;s3
2024;01;11052000;221;s;s1
2024;01;11061000;203;s;s1
2024;01;11061000;208;s;s3
2024;01;11061000;999;200460,000;78909,57
2024;01;11071010;202;5586680,000;3668865,38
2024;01;11071010;203;46734070,000;29506034,94
2024;01;11071010;208;14765270,000;9115427,54
2024;01;11071010;221;s;s5
2024;01;11071010;225;s;s2
2024;01;11071010;999;990780,000;619111,98
2024;01;11072010;203;s;s1
2024;01;11081100;203;s;s4
2024;01;11081100;205;s;s3
2024;01;11081100;208;s;s3
2024;01;11081100;212;s;s4
2024;01;11081100;222;s;s2
2024;01;11081100;313;s;s3
2024;01;11081100;316;s;s3
2024;01;11081100;325;s;s3
2024;01;11081100;333;s;s3
2024;01;11081100;335;s;s2
2024;01;11081200;202;s;s3
2024;01;11081200;208;4139525,000;1644213,16
2024;01;11081200;209;s;s3
2024;01;11081200;210;s;s4
2024;01;11081200;211;s;s3
2024;01;11081200;212;s;s3
2024;01;11081200;213;s;s3
2024;01;11081200;222;s;s3
2024;01;11081200;225;301712,440;120252,83
2024;01;11081200;999;1620214,200;686545,92
2024;01;12011000;212;s;s1
2024;01;12019000;208;8088360,000;4083965,30
2024;01;12019000;436;s;s8
2024;01;12019000;999;43500000,000;21967500,00
2024;01;12024100;426;s;s4
2024;01;12024200;204;s;s3
2024;01;12024200;208;789000,000;1265685,00
2024;01;12024200;209;s;s3
2024;01;12024200;210;324380,000;428211,50
2024;01;12024200;212;s;s4
2024;01;12024200;221;s;s3
2024;01;12024200;222;s;s3
2024;01;12024200;225;s;s3
2024;01;12024200;226;s;s3
2024;01;12024200;302;s;s4
2024;01;12024200;310;s;s3
2024;01;12024200;312;s;s3
2024;01;12024200;313;s;s3
2024;01;12024200;320;s;s4
2024;01;12024200;325;s;s4
2024;01;12024200;331;s;s5
2024;01;12024200;337;s;s4
2024;01;12024200;341;s;s3
2024;01;12024200;406;s;s4
2024;01;12024200;407;250260,000;368779,20
2024;01;12024200;409;s;s4
2024;01;12024200;410;1400610,000;2557197,45
2024;01;12024200;412;899550,000;1649626,88
2024;01;12024200;413;475696,600;886381,24
2024;01;12024200;414;346630,000;595916,23
2024;01;12024200;417;1849650,000;3344692,28
2024;01;12024200;422;s;s4
2024;01;12024200;423;19295982,400;34940671,26
2024;01;12024200;424;3378556,600;5757408,57
2024;01;12024200;425;697320,000;1281927,72
2024;01;12024200;426;2653536,000;4328709,29
2024;01;12024200;427;526380,000;885737,30
2024;01;12024200;429;s;s3
2024;01;12024200;436;1051510,000;2102475,99
2024;01;12024200;438;1274736,400;1743390,39
2024;01;12024200;440;s;s3
2024;01;12024200;442;175170,000;320557,60
2024;01;12024200;444;1302390,000;2770463,25
2024;01;12024200;447;225743,200;384538,25
2024;01;12024200;448;s;s3
2024;01;12024200;450;s;s3
2024;01;12024200;454;s;s3
